Book Online?,Sleeps,Title,URL,Region,Rate Range,Pets?,# of Reviews,Beds,Owner Operated?,Minimum Stay,Baths,Accessible?,Booking Duration,Map Marker?,ID,# of Stars
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/338146ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop338146ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/245662ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop245662ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/314516,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop314516,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3474052ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3474052ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3474064ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3474064ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/403649,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop403649,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3474045ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3474045ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/280038,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop280038,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/421818,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop421818,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/476992,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop476992,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3584201ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3584201ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/188828,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop188828,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/262161,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop262161,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/374810,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop374810,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3584207ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3584207ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/365424,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop365424,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/363638,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop399545ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/330136,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop330136,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/240717,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop240717,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/314121,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop314121,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/432035,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop432035,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/281127,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop281127,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/260841,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop260841,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/414443,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop414443,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/428909,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop428909,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/338689,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop338689,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/318466,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop318466,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/382850,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop382850,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/65915,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop65915,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/325551,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop325551,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/237910,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop237910,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/256401,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop256401,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/40388,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop40388,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/374162,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop374162,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/350877,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop350877,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/389066,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop389066,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/333182,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop333182,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/375476,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop375476,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/329846,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop329846,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/286593,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop286593,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2154618ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2154618ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2154620ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2154620ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/207215ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop207215ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/526878ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop526878ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/312834,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop312834,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/753858ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop753858ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/168242,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop168242,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/539139ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop539139ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/261588,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop261588,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/537593ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop537593ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3477402ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3477402ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/978664ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop978664ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/384536,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop384536,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/335113,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop902442ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/923205ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop923205ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/513979ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop513979ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/280681ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop280681ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/918318ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop918318ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/38261ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop38261ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/410240,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop410240,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/446106,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop446106,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/484131,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop484131,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/458916,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop458916,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2061710ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2061710ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/750333ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop750333ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3560144ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3560144ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/173323,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop173323,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/362047,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop362047,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/515358ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop515358ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3609488ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3609488ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3644666ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3644666ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3653359ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3653359ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/3648046ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop3648046ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/48375,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop48375,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/503602,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop503602,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/509659ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop509659ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/508583,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop508583,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/508476,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop508476,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/513440ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop513440ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/777530ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop777530ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/278311,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop267298ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/365824,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop365824,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/435851,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop435851,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/523897ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop523897ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/514632ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop514632ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/514879ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop514879ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/515457ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop515457ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2021811ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2021811ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/510498ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop510498ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/199168,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop199168,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/526264ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop526264ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/21793ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop21793ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/437056,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop437056,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/519253ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop519253ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/199002,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop199002,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/428919,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop428919,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/517720ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop517720ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/550741ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop550741ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/788711ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop788711ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/905276ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop905276ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/756164ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop756164ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/220325,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop220325,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/157606,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop157504ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/368934,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop368934,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/501144ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop501144ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/537549ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop537549ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/494425,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop494425,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/750120ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop750120ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/750533ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop750533ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/513230ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop513230ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/382058,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop382058,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/434814,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop324725ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/2002129ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop2002129ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/434811,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop285316ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/30883ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop30883ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/524204ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop524204ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/326441,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop326441,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/283437,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop283437,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/525183ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop525183ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/530597ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop530597ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/432120,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop432120,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/533159ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop533159ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/441586,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop441586,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/434812,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop279681ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/438998,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop438998,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/9749ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop9749ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/399053,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop399053,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/331455,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop331455,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/21697ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop21697ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/331172ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop331172ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/387946,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop387946,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/524094ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop524094ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/533724ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop533724ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/425350,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop425350,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/752006ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop752006ha,4.5
True,6,'Villa Marbella' Gulf Access Waterfront Executive Home Sw Cape Coral,http://www.vrbo.com/546446ha,"Private Homes, Southwest",$700 - $875,False,14,3,True,7,2,False,week ,True,prop546446ha,4.5
